,pitcher_id,pitch_type,px,pz,stand,b_count,s_count
12750,CC Sabathia,Sinker,0.287,3.195,R,1.0,2.0
12751,CC Sabathia,Slider,0.103,2.173,R,1.0,2.0
12752,CC Sabathia,4 Seam Fastball,-0.157,3.284,R,0.0,0.0
12753,CC Sabathia,Sinker,-0.338,2.019,R,0.0,1.0
12754,CC Sabathia,Changeup,1.204,2.704,R,0.0,2.0
12755,CC Sabathia,Changeup,1.018,0.996,R,0.0,2.0
12756,CC Sabathia,Sinker,-1.507,2.5780000000000003,R,0.0,0.0
12757,CC Sabathia,Changeup,0.7340000000000001,2.553,R,1.0,0.0
12758,CC Sabathia,Sinker,-1.108,1.75,R,1.0,1.0
12759,CC Sabathia,Changeup,-1.222,1.665,R,2.0,1.0
12760,CC Sabathia,Sinker,-0.723,2.32,R,2.0,2.0
12774,CC Sabathia,Slider,-0.073,0.435,R,0.0,0.0
12775,CC Sabathia,Slider,1.124,1.561,R,1.0,0.0
12776,CC Sabathia,Sinker,0.612,1.535,R,2.0,0.0
12777,CC Sabathia,Sinker,1.074,0.848,R,0.0,0.0
12778,CC Sabathia,Changeup,1.773,2.022,R,1.0,0.0
12779,CC Sabathia,Sinker,-0.054000000000000006,1.554,R,2.0,0.0
12780,CC Sabathia,Slider,-0.871,1.444,R,2.0,1.0
12781,CC Sabathia,Sinker,-0.479,1.626,R,3.0,1.0
12782,CC Sabathia,Sinker,-0.412,2.835,R,3.0,2.0
12783,CC Sabathia,Sinker,-0.401,2.763,R,3.0,2.0
12784,CC Sabathia,Changeup,0.308,2.556,R,0.0,0.0
12785,CC Sabathia,Changeup,0.255,3.102,R,0.0,0.0
12786,CC Sabathia,Sinker,-1.893,2.257,R,0.0,1.0
12787,CC Sabathia,Sinker,-0.192,3.313,R,1.0,1.0
12788,CC Sabathia,Slider,-0.528,0.7020000000000001,R,1.0,2.0
12789,CC Sabathia,Sinker,-0.757,2.27,R,2.0,2.0
18160,Adam Ottavino,4 Seam Fastball,-0.231,3.879,R,0.0,0.0
18161,Adam Ottavino,4 Seam Fastball,0.032,3.158,R,1.0,0.0
18162,Adam Ottavino,Slider,0.073,2.82,R,1.0,1.0
18163,Adam Ottavino,2 Seam Fastball,-0.28300000000000003,3.656,R,1.0,2.0
18164,Adam Ottavino,Slider,1.197,2.615,R,1.0,2.0
18165,Adam Ottavino,Slider,0.6970000000000001,1.271,R,2.0,2.0
18166,Adam Ottavino,2 Seam Fastball,1.0659999999999998,1.405,R,0.0,0.0
18167,Adam Ottavino,Slider,0.644,2.199,R,1.0,0.0
18168,Adam Ottavino,Slider,-0.845,2.584,R,1.0,1.0
18169,Adam Ottavino,2 Seam Fastball,-0.624,4.046,R,1.0,2.0
18170,Adam Ottavino,Slider,-0.204,2.298,R,0.0,0.0
18171,Adam Ottavino,4 Seam Fastball,0.34700000000000003,2.966,R,0.0,1.0
18172,Adam Ottavino,4 Seam Fastball,-1.989,3.414,R,0.0,2.0
18173,Adam Ottavino,Slider,0.107,2.794,R,0.0,0.0
18174,Adam Ottavino,Slider,-0.725,1.6980000000000002,R,0.0,1.0
18175,Adam Ottavino,4 Seam Fastball,1.644,2.832,R,1.0,1.0
18176,Adam Ottavino,Slider,-1.496,3.585,R,2.0,1.0
18177,Adam Ottavino,4 Seam Fastball,0.414,2.42,R,3.0,1.0
18178,Adam Ottavino,Slider,1.116,1.319,R,3.0,2.0
20108,J.A. Happ,4 Seam Fastball,-0.22,3.67,R,0.0,0.0
20109,J.A. Happ,4 Seam Fastball,-0.56,2.05,R,1.0,0.0
20110,J.A. Happ,4 Seam Fastball,0.42,2.32,R,0.0,0.0
20111,J.A. Happ,Slider,-0.73,0.88,R,0.0,1.0
20112,J.A. Happ,Curveball,-0.38,0.49,R,0.0,2.0
20113,J.A. Happ,4 Seam Fastball,0.09,1.35,R,0.0,0.0
20114,J.A. Happ,4 Seam Fastball,-0.47,1.89,R,1.0,0.0
20115,J.A. Happ,Changeup,-1.0,0.16,R,1.0,1.0
20116,J.A. Happ,Slider,-0.26,1.51,R,2.0,1.0
20127,J.A. Happ,2 Seam Fastball,-0.21,1.57,R,0.0,0.0
20128,J.A. Happ,Changeup,-1.47,0.49,R,1.0,0.0
20129,J.A. Happ,2 Seam Fastball,0.83,1.99,R,2.0,0.0
20130,J.A. Happ,4 Seam Fastball,0.39,2.83,R,0.0,0.0
20131,J.A. Happ,Slider,-0.36,1.98,R,0.0,1.0
20132,J.A. Happ,Curveball,-0.68,2.63,R,0.0,0.0
20133,J.A. Happ,Slider,-1.66,-0.15,R,0.0,1.0
20134,J.A. Happ,Changeup,0.07,2.8,R,1.0,1.0
20135,J.A. Happ,2 Seam Fastball,0.11,2.91,R,0.0,0.0
20136,J.A. Happ,Curveball,0.85,3.26,R,0.0,0.0
20137,J.A. Happ,Changeup,0.82,2.76,R,1.0,0.0
20138,J.A. Happ,2 Seam Fastball,-0.11,2.07,R,2.0,0.0
20139,J.A. Happ,Curveball,0.15,3.27,R,0.0,0.0
20140,J.A. Happ,4 Seam Fastball,-1.3,2.47,R,0.0,1.0
20141,J.A. Happ,Slider,0.07,1.28,R,1.0,1.0
20142,J.A. Happ,Changeup,-0.07,2.16,R,2.0,1.0
20143,J.A. Happ,Curveball,-0.07,2.59,R,2.0,2.0
20164,J.A. Happ,4 Seam Fastball,-1.57,2.19,R,0.0,0.0
20165,J.A. Happ,4 Seam Fastball,0.12,2.04,R,1.0,0.0
20166,J.A. Happ,Curveball,-0.33,3.17,R,0.0,0.0
20167,J.A. Happ,4 Seam Fastball,-1.36,2.24,R,0.0,1.0
20168,J.A. Happ,Changeup,-0.57,0.79,R,1.0,1.0
20169,J.A. Happ,Slider,-1.11,2.01,R,2.0,1.0
20170,J.A. Happ,4 Seam Fastball,-0.44,1.77,R,0.0,0.0
20171,J.A. Happ,Slider,-1.56,1.61,R,0.0,1.0
20172,J.A. Happ,Curveball,-2.13,0.89,R,1.0,1.0
20173,J.A. Happ,Slider,-2.24,1.33,R,2.0,1.0
20174,J.A. Happ,4 Seam Fastball,-0.49,2.12,R,3.0,1.0
20175,J.A. Happ,4 Seam Fastball,-0.69,2.49,R,3.0,2.0
20185,J.A. Happ,Curveball,0.77,3.26,R,0.0,0.0
20186,J.A. Happ,Changeup,-1.34,1.13,R,1.0,0.0
20187,J.A. Happ,2 Seam Fastball,0.0,0.97,R,2.0,0.0
20188,J.A. Happ,Slider,-0.72,2.22,R,2.0,1.0
20189,J.A. Happ,2 Seam Fastball,-0.07,2.86,R,0.0,0.0
20190,J.A. Happ,Curveball,-0.66,0.86,R,0.0,1.0
20191,J.A. Happ,Changeup,-0.42,2.36,R,1.0,1.0
20192,J.A. Happ,4 Seam Fastball,0.8,4.11,R,1.0,2.0
20193,J.A. Happ,Curveball,-0.57,1.44,R,2.0,2.0
20194,J.A. Happ,4 Seam Fastball,-0.11,4.39,R,2.0,2.0
20195,J.A. Happ,4 Seam Fastball,0.13,2.79,R,3.0,2.0
20196,J.A. Happ,4 Seam Fastball,1.51,3.47,R,0.0,0.0
20197,J.A. Happ,4 Seam Fastball,0.39,2.42,R,1.0,0.0
20198,J.A. Happ,Slider,0.78,2.7,R,1.0,1.0
20199,J.A. Happ,Curveball,-0.53,1.76,R,1.0,2.0
20205,J.A. Happ,Curveball,-0.05,2.24,R,0.0,0.0
20206,J.A. Happ,4 Seam Fastball,-0.32,3.07,R,0.0,1.0
20207,J.A. Happ,Curveball,-0.64,1.05,R,0.0,2.0
20208,J.A. Happ,Changeup,0.51,2.25,R,0.0,2.0
20209,J.A. Happ,4 Seam Fastball,0.18,3.15,R,0.0,0.0
20210,J.A. Happ,Slider,-1.19,0.34,R,0.0,1.0
